pos,label
d-------- v3siie--- v-sppemn- u-------- p-s---mg- g-------- v3siia--- n-s---mn- n-s---mn- u-------- v3saia--- g-------- r-------- n-s---mg- n-p---ng- v-sppemn- n-s---na- u-------- n-p---na- n-p---md- v-sppamn- a-s---fa- g-------- n-s---fa- u--------,i
v3paia--- g-------- g-------- n-p---mn- r-------- n-p---mg- v-sppemg- u-------- a-s---mg- v-sappmg- u--------,i
p-s---mn- g-------- v3siia--- n-s---fd- v-srpamn- u--------,i
v3spie--- d-------- r-------- n-p---fg- u-------- r-------- g-------- n-s---ma- v3saia--- u--------,i
a-s---fn- g-------- n-s---fn- v3saim--- a-s---mg- n-s---mg- u--------,i
n-p---ma- g-------- a-s---na- v3siie--- c-------- n-p---ma- a-p---ma- u-------- c-------- d-------- a-p---md- n-s---na- a-s---na- v-sppamn- v3siia--- u--------,i
d-------- g-------- n-p---fn- n-p---mg- v3piie--- a-p---fn- u--------,i
d-------- g-------- r-------- n-s---ma- v3siie--- n-p---nn- n-s---mg- u-------- l-s---fd- a-s---fd- g-------- n-s---fa- g-------- v3saim--- n-s---ma- n-s---mn- u--------,i
p-s---md- g-------- r-------- n-p----d- v3saia--- n-s---fn- a-s---fn- n-s---fn- u--------,i
v3siie--- g-------- n-p---mg- u-------- c-------- g-------- v-pppama- v3siie--- u--------,i
p-p---mn- g-------- c-------- g-------- v3paip--- a-p---mn- g-------- v3paim--- u-------- p-p---md- g-------- v-sppemn- v3siia--- n-p---ma- a-s---mn- n-s---mn- u--------,i
n-s---mv- d-------- p-p---ma- v-pappma- v1spia--- d-------- v--fna--- u-------- c-------- g-------- n-s---ma- g-------- v1paoa--- u-------- c-------- g-------- d-------- n-s---mn- g-------- v3sfia--- c-------- n-s---mn- a-p---ma- u--------,i
d-------- d-------- g-------- p-s---ma- n-s---ma- v1ppsa--- c-------- n-s---ma- c-------- d-------- n-s---ma- u-------- d-------- g-------- g-------- n-s---nn- r-------- n-s---mg- v3spia--- u-------- p-s---mn- g-------- v3saoa--- p-s---na- p-s---na- a-s---na- v3saim--- n-s---mn- n-s---mn- u-------- d-------- g-------- p-s---mn- g-------- n-s---fg- v3spie--- c-------- n-s---fg- u-------- c-------- g-------- g-------- n-p---mg- n-s---fg- n-p---mg- g-------- a-p---mg- v3spse--- v-sapamn- p-p---md- r-------- n-s---ma- v--ana--- u--------,i
g-------- p-s---mn- g-------- d-------- v-sapamn- r-------- g-------- v3siie--- u--------,i
p-p---md- g-------- v3saia--- n-s---mn- n-s---mn- n-p---mg- d-------- a-s---mn- u-------- p-s---mn- v3slia--- p-p---na- g-------- v-pppana- p-p---na- g-------- v-pfpmna- r-------- g-------- v-pppana- u-------- c-------- n-p---fd- v3saim--- a-p---mg- n-s---fa- r-------- a-s---fa- r-------- n-s---fa- u-------- p-s---fa- p-s---md- v3saia--- n-s---mn- n-s---mn- u--------,i
p-s---mn- p-p---md- d-------- v-sppamn- v3saim--- c-------- v3saia--- u--------,i
i-------- n-s---mv- v2spie--- p-s---ma- n-s---md- a-s---mv- v--ane--- n-s---fa- n-s---mg- n-s---mg- n-s---mg- u--------,i
p-s----d- g-------- p-s---mn- v1sfia--- u--------,i
p-s----n- g-------- v2samm--- c-------- p-s---md- v2sama--- d-------- g-------- p-s---md- a-s---mn- n-p---nd- c-------- n-p---fd- v--fna--- u--------,i
d-------- g-------- v1spie--- n-s---ma- v--fna--- u-------- p-s---mn- a-s---na- a-p---mg- a-p---mg- v3spia--- c-------- p-s---md- v3ppie--- a-p---mn- u--------,i
a-s---mnc g-------- n-s---mn- c-------- v3sasm--- n-s---md- a-s---md- u--------,i
c-------- g-------- g-------- g-------- n-s---ma- g-------- d-------- d-------- v3sasa--- u-------- d-------- g-------- d-------- d-------- v3spia--- n-s---ma- u-------- c-------- v3sasa--- u-------- r-------- n-p---nd- a-p---nd- u--------,i
p-s----n- g-------- v2samm--- c-------- p-s---ma- v2sasa--- u--------,i
p-s---ma- g-------- v-sppemn- v3siia--- n-p---ma- a-s---mn- n-s---mn- u--------,i
v-sapamn- d-------- v2sama--- n-s---na- p-s---na- p-s---na- v2sria--- u--------,i
d-------- g-------- g-------- n-s---ma- n-s---md- a-s---ma- u-------- p-s---md- g-------- p-s----n- n-s---mv- v-sppemn- n-p---md- n-p---fa- v2spia--- u-------- d-------- p-s---mn- p-s---mg- v-sppamg- c-------- r-------- n-s---fd- v-sppemg- p-s----d- a-p---fd- r-------- n-p---fd- a-p---fa- n-p---fa- v3sfia--- a-p---mg- n-p---mg- u-------- d-------- g-------- c-------- n-s---ma- v2sasa--- u-------- p-s---mn- d-------- a-s---na- a-s---mn- a-p---mg- v3spie--- v--pna--- u--------,i
d-------- d-------- g-------- v3saia--- c-------- v3siia--- n-s---mn- a-s---mn- u--------,i
d-------- g-------- g-------- p-s---mn- g-------- n-s---fg- v3spie--- d-------- g-------- n-s---fg- u-------- c-------- r-------- n-s---fg- p-s---ma- v3saia--- n-s---mn- u-------- d-------- g-------- v3saia--- n-s---fa- c-------- d-------- v3saim--- n-p---na- u-------- d-------- g-------- n-p---na- v3saia--- a-s---mn- c-------- d-------- v3sfia--- u--------,i
d-------- g-------- p-s---mn- g-------- d-------- n-p---md- a-s---ma- n-s---ma- v3sfia--- c-------- g-------- r-------- n-s---md- a-s---md- v--ana--- a-s---fa- n-s---fa- a-s---fa- a-s---fa- u-------- v--pna--- g-------- a-s---fa- n-s---fa- r-------- n-s---fa- u--------,i
d-------- g-------- p-s---ma- v-papmmn- v1paoa--- u--------,i
g-------- p-s---mn- g-------- d-------- v-sapamn- r-------- g-------- v3saim--- u--------,i
p-p---md- g-------- v3saia--- n-p---mn- n-s---mn- a-s---na- n-s---mn- n-s---mn- v-spppmn- u--------,i
n-s---ng- g-------- a-s---na- n-p---fn- a-p---fn- v3piie--- u-------- n-d---nn- g-------- p-s---md- n-s---nd- v-sppand- v3dlia--- u--------,i
n-s---ma- a-p---na- a-p---na- v-sppemn- v3saia--- u--------,i
n-s---mv- a-p---ng- d-------- g-------- g-------- p-s---md- l-s---na- a-s---na- v2saia--- u--------,i
d-------- p-s----d- l-p---nn- a-p---nn- v3spia--- a-p---nn- n-p----d- v--pne--- u-------- a-s---na- g-------- d-------- p-s---na- g-------- v2saia--- n-s---na- d-------- g-------- v2saia--- u--------,i
d-------- d-------- r-------- n-p---md- v-sppamn- v2spia--- c-------- g-------- p-s---ng- r-------- p-p---md- a-s---mn- n-p---na- v3spia--- u-------- d-------- p-s---mn- n-s---fg- n-s---fg- a-p---na- n-p---na- d-------- v1siia--- v--anm--- u-------- c-------- a-s---na- v1spie--- a-s---fa- d-------- v--pna--- u--------,i
d-------- g-------- g-------- n-s---fg- v1sria--- a-s---fg- n-s---fg- u-------- c-------- d-------- p-s---fg- v3spia--- n-s---fn- u-------- d-------- n-s---na- g-------- g-------- n-s---fa- u-------- d-------- g-------- g-------- n-p---ma- d-------- p-s---na- n-p---na- u--------,i
d-------- d-------- d-------- v1spia--- v--ana--- d-------- c-------- p-s---nn- g-------- a-s---nnc u--------,i
v1spie--- p-s---mn- n-s---ma- a-s---ma- v--pna--- c-------- v--anm--- u--------,i
g-------- p-s---md- n-s---na- d-------- v2pama--- c-------- g-------- a-s---mn- a-p---mg- a-s---mn- v1spsa--- u-------- c-------- d-------- g-------- v3sria--- u--------,i
v2ppia--- g-------- p-s---na- g-------- a-p---mn- p-s---na- p-s---md- n-s---nn- v3spie--- d-------- u--------,i
p-s---ma- g-------- v3siie--- d-------- a-s---mn- a-s---mn- n-s---mn- u--------,i
n-s---mv- a-s---mv- a-s---mvs a-p---ng- u-------- d-------- g-------- p-s----d- v3pfia--- n-s---na- a-p---mn- a-p---mn- u--------,i
d-------- g-------- p-s---na- d-------- v1pria--- a-p---na- v-pppena- a-p---na- u--------,i
d-------- p-p---na- g-------- n-p---fg- v1paia--- u-------- p-p---nn- v3srie--- u-------- n-p---ma- g-------- d-------- v3sria--- a-p---na- a-p---na- v--pna--- u--------,i
d-------- p-s----n- g-------- d-------- p-s---fa- n-s---md- v2sama--- u--------,i
g-------- a-p---mn- a-s---fd- a-s---fd- g-------- v1pfia--- u-------- c-------- g-------- d-------- n-s---mn- v3sasa--- n-s---fa- n-s---fa- a-s---fa- v--ana--- u--------,i
p-s---ma- g-------- v-sppemn- v3siia--- n-s---mn- n-s---mn- u--------,i
g-------- g-------- d-------- a-s---mn- g-------- v-sppamn- a-s---mv- n-s---mv- v2spma--- n-s---md- u-------- c-------- d-------- v2sfim--- d-------- g-------- p-s---ma- v2sfia--- u--------,i
d-------- v2spia--- c-------- a-s---mn- v2spsa--- n-s---na- u-------- g-------- p-s---ma- d-------- v--rne--- v-sppema- u-------- v2spie--- g-------- p-s---ma- p-s---fa- v--ana--- u--------,i
d-------- c-------- g-------- v3pfia--- n-s---na- a-p---mn- a-p---mn- v-papamn- r-------- n-s---ma- c-------- a-s---nn- v3sfim--- u--------,i
c-------- g-------- g-------- g-------- v3pasa--- p-s---mn- g-------- g-------- a-s---mn- v1sase--- c-------- a-s---na- c-------- n-s---mg- v-sppamn- n-s---na- u-------- c-------- n-s---mg- v1sfia--- v-sapamn- u--------,i
p-s---mn- g-------- g-------- v3stie--- p-s---ma- g-------- v1sase--- u--------,i
d-------- g-------- g-------- a-p---na- v1pfim--- d-------- d-------- u-------- d-------- g-------- d-------- n-s---fa- a-s---fa- v1pasa--- r-------- n-s---fa- a-s---fa- u-------- r-------- g-------- n-p---ma- d-------- v1pasa--- u-------- r-------- g-------- n-s---fa- v1pasa--- u-------- r-------- g-------- a-s---fa- n-s---fa- a-s---fa- v1pasa--- u--------,i
a-s---mn- g-------- p-s---mn- n-s---mn- n-s---mn- a-s---mn- v3spma--- u-------- c-------- n-s---mn- c-------- n-s---mn- c-------- a-s---mn- n-s---mn- c-------- p-s----n- n-s---mv- a-p---mg- a-s---mvs n-p---mg- u-------- c-------- p-p---md- a-s---ma- v2sasm--- n-p---na- v-sapamn- u--------,i
p-s---ma- g-------- g-------- d-------- v-sapamn- v3siia--- n-p---ma- a-s---mn- n-s---mn- u--------,i
i-------- p-s---md- n-s---fa- v-srppmv- a-s---mv- d-------- p-s---mn- p-s----d- a-s---mn- n-p---nd- v3spse--- a-p---mg- c-------- n-s---fa- v--ana--- c-------- n-p---md- d-------- v--pne--- u--------,i
d-------- g-------- p-s---mn- n-p----g- r-------- v1saia--- n-p---mg- d-------- v-sfpmmn- u-------- c-------- d-------- p-s---na- p-s---md- a-p---mn- v3ppia--- u--------,i
d-------- g-------- d-------- a-p---fa- n-p---fa- v3paia--- d-------- g-------- g-------- n-p---fa- u-------- d-------- g-------- g-------- r-------- --------- a-s---fd- n-s---fd- n-s---ma- v3paie--- u-------- c-------- d-------- d-------- a-p---nn- d-------- n-p---nn- g-------- a-p---nn- n-s---fn- g-------- a-s---fn- u--------,i
d-------- p-s----d- i-------- a-s---na- a-s---mv- d-------- v1paim--- c-------- p-s----n- v2spsa--- u-------- n-s---fa- v-pppemn- n-s---md- p-s----d- g-------- n-s---mv- r-------- n-p----g- u--------,i
p-p---ng- d-------- p-s---na- v2spie--- d-------- g-------- v2spia--- u--------,i
d-------- g-------- p-s---md- n-s---na- a-s---mn- v--fnm--- v2spia--- u-------- p-s---nd- r-------- a-p---na- v1saia--- u-------- v3paia--- g-------- p-s---md- n-p---mn- a-p---mg- u--------,i
d-------- g-------- p-s----d- g-------- a-s---na- v1spia--- n-s---na- d-------- a-p---mn- n-p----g- v3pasa--- d-------- v-sppena- n-s---na- u--------,i
d-------- p-s---na- g-------- a-s---nac --------- n-s---mg- n-p---fn- a-p---fn- v3ppia--- u--------,i
g-------- c-------- g-------- n-s---mn- v3sase--- u-------- p-s----d- l-s---nn- n-s---nn- a-s---na- a-s---nnc u-------- p-s---mn- g-------- a-s---na- g-------- a-s---na- g-------- v1spie--- v-sppamn- r-------- n-p---fa- u-------- c-------- g-------- v1sasa--- v-sppamn- u--------,i
d-------- g-------- v1spia--- --------- g-------- u-------- c-------- d-------- a-s---na- a-s---nn- v3spia--- d-------- v--pna--- r-------- n-p---fd- a-p---fd- u-------- d-------- g-------- p-s---md- v1spia--- d-------- a-s---mn- v-sppamn- n-s---na- c-------- n-s---ma- v--fna--- u--------,i
p-s---ma- g-------- v3siie--- d-------- n-s---mn- n-p---mg- n-s---mn- u--------,i
v2spma--- d-------- c-------- p-s----d- n-s---mn- v3spie--- u-------- d-------- g-------- p-s----a- p-s---mn- v1spie--- r-------- p-s---mg- v--pna--- u--------,i
v3ppia--- p-s---md- d-------- a-p---mn- p-p---mn- g-------- p-s---ma- v3pasa--- u-------- d-------- g-------- n-s---mn- n-s---mn- u--------,i
a-s---mn- g-------- p-s---md- v2spia--- a-p---mg- n-p---mg- u--------,i
d-------- g-------- p-s----d- n-s---fn- g-------- a-s---fn- n-p---mn- g-------- n-p---fn- g-------- u--------,i
c-------- d-------- a-s---mn- v2spia--- u-------- n-s---mn- d-------- p-s----d- p-s---na- g-------- v3saia--- u--------,i
d-------- v-sppamn- r-------- n-p---fd- g-------- a-p---fd- c-------- a-p---md- n-p---md- n-p---md- v2spma--- u-------- p-s----g- g-------- p-s---mn- d-------- v1spia--- u-------- d-------- g-------- v1spie--- v-sppamg- u--------,i
v1sfia--- g-------- p-s----d- d-------- u--------,i
d-------- p-s---ma- v3spie--- n-s---fa- n-s---mn- n-s---mn- u-------- p-s---fa- g-------- p-s---mn- r-------- n-s---fd- g-------- a-s---fd- c-------- a-p---md- n-p---md- v1sfia--- u-------- p-s---mn- g-------- g-------- v1spsa--- n-s---fa- a-s---fa- a-s---mn- v-sppamn- n-s---fa- g-------- l-s---na- a-s---na- n-s---na- c-------- d-------- v2srsa--- a-s---na- a-s---mn- v1spia--- p-s----g- u-------- v3spsa--- g-------- d-------- a-s---mn- a-s---ma- p-s---md- v--pne--- c-------- v--anp--- d-------- u--------,i
d-------- v3saim--- u--------,i
n-s---md- g-------- n-s---nn- v3saim--- u-------- r-------- g-------- p-s---md- n-s---nn- n-p---nd- a-p---nd- d-------- v3saia--- u-------- c-------- p-s---mn- g-------- n-s---na- a-s---na- v-sapmmn- r-------- n-s---mg- p-p---ma- g-------- v3saoa--- u-------- p-s---mn- g-------- n-s---ma- v3spoa--- u-------- c-------- n-s---ma- v3saoa--- v3saoa--- g-------- n-s---ma- u--------,i
c-------- p-s---mn- a-p---na- v3siia--- r-------- n-s---fa- c-------- r-------- n-s---ma- u-------- v3siie--- g-------- r-------- n-s---ng- a-s---na- n-s---na- u-------- v3saia--- g-------- n-s---fn- d-------- u--------,i
r-------- g-------- v3saia--- n-s---fn- a-s---fn- n-s---fn- a-d---ma- d-------- n-s---md- v-sppafn- g-------- v-sppefn- g-------- u--------,i
v3saia--- g-------- d-------- u-------- a-s---fg- g-------- n-s---fg- v3saia--- n-s---ma- a-s---md- v-sppefn- u--------,i
l-p---mg- g-------- a-p---mg- d-------- p-s---mn- v3siie--- u--------,i
v3saia--- g-------- n-s---mn- u-------- r-------- g-------- v3saim--- u-------- d-------- g-------- v3saia--- n-s---fa- n-s---fa- u--------,i
a-d---nn- g-------- p-s---fd- n-d---nn- v3paip--- u--------,i
c-------- p-s---fa- v-sapamn- n-p---na- a-p---na- v3siia--- u--------,i
p-------- d-------- a-s---mg- n-s---mg- n-s---nv- v2sria--- u--------,i
d-------- c-------- n-s---fa- v2sase--- n-s---mg- n-s---mg- u--------,i
d-------- r-------- p-s----d- v1sfia--- u-------- p-s---na- g-------- d-------- v--fnm--- v1spia--- u--------,i
a-p---fd- n-p---fd- d-------- g-------- g-------- n-s---ma- v3sasa--- u--------,i
p-s---ma- g-------- d-------- v3saia--- n-s---fn- a-s---fn- n-s---fn- u--------,i
v1saia--- p-s---fn- v-sfpafn- l-s---na- a-s---na- n-s---na- u-------- c-------- g-------- v2sase--- u-------- d-------- u--------,i
r-------- g-------- p-s---fa- v3saia--- n-s---fn- a-s---fn- n-s---fn- a-d---ma- d-------- n-s---md- v-sppafn- g-------- v-sppefn- g-------- u--------,i
d-------- d-------- v2spma--- n-s---fg- u-------- g-------- g-------- n-s---na- v2spme--- n-s---fd- u--------,i
d-------- g-------- n-p---nd- g-------- v2sama--- d-------- v3sfim--- g-------- u--------,i
d-------- g-------- v1sfia--- u-------- p-s---nn- g-------- d-------- v-srpenn- v3sfim--- u--------,i
c-------- g-------- p-s----d- d-------- a-p---nn- v3sfim--- a-p---nn- n-p---nn- n-s---fg- r-------- p-s---fg- u--------,i
p-s----n- g-------- v2spme--- u-------- v2spme--- g-------- p-p---fd- u--------,i
p-s---fa- g-------- v-sppemn- v3siia--- n-p---ma- a-s---mn- n-s---mn- u--------,i
v3spia--- g-------- a-s---na- g-------- n-s---fv- n-s---na- v--anm--- d-------- d-------- g-------- n-s---md- v-srpema- u--------,i
d-------- g-------- a-s---nnc u--------,i
p-s---mn- g-------- n-p---md- v3spse--- d-------- g-------- v3paia--- a-s---mg- u--------,i
v3siia--- c-------- r-------- a-s---fd- n-s---fd- v3saia--- n-s---fa- a-s---fa- u-------- d-------- g-------- r-------- n-s---na- v3saia--- a-s---na- n-s---na- u-------- d-------- g-------- v3saia--- n-s---md- n-s---fg- u--------,i
p-s---fn- g-------- n-s---ma- g-------- v3slia--- n-p---na- r-------- a-s---mg- n-s---mg- r-------- n-p---ma- a-p---ma- u--------,i
n-s---mn- g-------- d-------- a-p---nd- n-p---nd- n-s---ma- v3saia--- u-------- c-------- d-------- g-------- v3siia--- n-s---mg- u--------,i
a-s---mv- u-------- n-s---mg- n-p---na- v-sppamn- u-------- n-s---fa- g-------- n-s---mg- u-------- d-------- g-------- r-------- n-s---ma- r-------- n-s---md- v--anp--- d-------- g-------- n-s---ma- g-------- v--pna--- r-------- n-p---md- a-p---mg- v2sria--- n-s---md- u--------,i
p-s---nn- g-------- p-s----d- n-s---mn- v3spie--- v--pna--- u--------,i
d-------- a-s---na- a-s---nnc v3spia--- r-------- n-s---ma- a-s---ma- a-p---mg- n-p---na- v--pne--- p-s---mn- p-s---mn- p-s----g- n-s---na- v3sasa--- u--------,i
a-s---mn- n-s---mn- c-------- a-p---md- v2spia--- u--------,i
d-------- g-------- g-------- n-s---mv- d-------- a-p---na- v2saoe--- u--------,i
d-------- r-------- p-s----d- v1sfia--- c-------- r-------- a-s---ma- n-s---ma- v1sfim--- u--------,i
d-------- g-------- p-s---na- n-s---na- u-------- p-s---nn- g-------- d-------- g-------- n-p---na- c-------- n-p---ma- v3siia--- u-------- c-------- g-------- a-p---na- n-s---fa- r-------- n-p---nd- v3plia--- u-------- d-------- g-------- v3sfia--- u--------,i
r-------- g-------- g-------- p-s---na- n-s---mn- v3saia--- n-p---na- g-------- c-------- n-s---ma- u--------,i
d-------- d-------- p-s---na- n-p---mn- a-p---mg- r-------- n-p---fd- v3ppia--- n-p---mn- u-------- p-p---mn- g-------- n-p---fa- r-------- n-s---mg- v3prie--- u--------,i
p-s---mn- g-------- p-s----d- a-s---mn- v3sfim--- n-s---mn- u--------,i
d-------- g-------- n-s---mg- n-s---fn- v3sfim--- n-p---ma- a-p---mg- a-p---ma- u--------,i
d-------- g-------- d-------- p-s---na- v2sfim--- v-spppmn- g-------- v--pna--- u-------- c-------- g-------- a-p---mn- r-------- n-s---mg- a-s---mg- v-pppamn- v3ppsa--- u--------,i
p-s----n- g-------- d-------- n-s---ma- v2sfia--- v-sppemn- p-s---na- g-------- a-s---ma- a-p---mg- a-s---na- v2saia--- u--------,i
d-------- v3saim--- n-s---mn- u-------- r-------- g-------- n-s---na- v3saia--- n-s---fd- a-p---md- n-p---md- v-srpena- u-------- v3siie--- g-------- a-s---mn- u--------,i
n-s---mn- g-------- d-------- v3siia--- u--------,i
p-p---md- g-------- n-s---mn- a-s---mn- v3saia--- a-s---mn- n-p---mg- n-s---mn- u-------- p-s---mg- d-------- r-------- n-s---fg- n-s---ng- a-s---fnc v3siia--- n-s---fn- u--------,i
p-s---md- g-------- d-------- m-------- g-------- n-p---fn- a-p---mg- n-p---mg- v3plie--- u-------- p-p---mn- p-s---md- d-------- r-------- v3paip--- c-------- v3paim--- r-------- n-s---fd- a-s---fd- u-------- r-------- g-------- a-p---md- v3siia--- u--------,i
p-s---mn- p-p---md- d-------- v-sppamn- v3saim--- c-------- v3saia--- u--------,i
i-------- i-------- d-------- a-s---nn- n-s---nn- a-s---fa- n-s---fa- v3spia--- u--------,i
d-------- g-------- v3saoa--- n-s---mn- n-s---mg- g-------- n-p---mn- a-p---mn- g-------- n-p---mn- a-s---na- g-------- v3paom--- n-s---md- c-------- p-d----g- p-p---na- a-p---na- v3paom--- v-dppemg- u-------- p-p---mn- r-------- g-------- n-s---fa- n-p---mg- u-------- r-------- g-------- v2ppia--- v--pne--- u--------,i
d-------- v2pamm--- u--------,i
a-d---mn- g-------- a-d---mnc v2dpia--- p-s---mg- u--------,i
d-------- g-------- g-------- p-s---mn- d-------- a-p----dc c-------- g-------- p-p----d- n-p---md- v1saia--- u-------- c-------- d-------- g-------- p-s---ma- p-p---mn- g-------- v3piia--- u--------,i
d-------- g-------- g-------- a-p---ma- v1saia--- n-p---ma- d-------- g-------- v1sase--- u-------- a-s---ma- n-s---ma- g-------- n-s---ma- g-------- n-s---ma- n-p---mg- n-s---ma- g-------- n-s---ma- g-------- c-------- a-s---ma- n-s---ma- n-s---ma- g-------- n-s---ma- u-------- a-s---ma- a-p---md- u--------,i
a-p---mn- g-------- a-p---mn- a-p---mg- v3paip--- n-p---mg- u--------,i
a-p---mn- g-------- v3piia--- c-------- a-p---md- v3piie--- n-p---md- a-p---md- c-------- d-------- v3paia--- u--------,i
d-------- g-------- p-p---md- p-s---mn- v1siia--- r-------- n-s---fg- v-sapamn- d-------- r-------- a-s---fg- n-s---fg- u--------,i
v3paim--- g-------- a-p---mn- u--------,i
c-------- v1siie--- r-------- p-s---ma- a-s---ma- p-s---mn- u--------,i
a-p---md- g-------- g-------- d-------- p-s---mn- p-p---mg- p-p---mn- d-------- n-p---mn- v3ppia--- a-p---mn- v3spoe--- u--------,i
d-------- g-------- p-s---mg- n-p---fg- v3piia--- v3piie--- g-------- n-s---md- u--------,i
d-------- v2pamm--- d-------- p-p----n- u-------- c-------- v--pne--- a-s---nnc u--------,i
g-------- p-s----n- p-s---ma- a-s---mn- g-------- v-sppamn- v2spme--- n-s---fa- u-------- c-------- v2spma--- c-------- p-s---md- a-p---na- v3paia--- n-s---na- n-p---mn- a-p---mg- u--------,i
g-------- p-s----n- n-s---mv- v2spma--- v--pna--- n-s---md- d-------- u-------- c-------- d-------- g-------- a-s---fg- v3sria--- n-s---fg- a-s---mn- n-s---mn- u-------- p-s---md- g-------- n-s---mn- n-s---na- v3saia--- u--------,i
c-------- g-------- p-s----n- a-s---mn- v2spia--- n-s---fn- g-------- p-s----a- v3saim--- n-s---fn- u-------- d-------- p-s---mn- g-------- a-s---mn- v3spia--- c-------- a-p---mdc v3spia--- u--------,i
n-s---mv- p-s----n- g-------- v2spma--- a-s---na- n-s---na- u--------,i
g-------- p-s---mn- v1spie--- n-s---md- v--ana--- n-s---ma- u-------- p-s---mn- a-s---nn- a-p---md- n-s---nn- a-p---md- v3spie--- n-s---mg- a-s---mg- u--------,i
p-s---ma- g-------- v-sppemn- v3siia--- n-s---mn- n-s---mn- u--------,i
d-------- g-------- a-p---na- g-------- a-p---na- n-s---mv- r-------- n-s---fa- v2saia--- u--------,i
d-------- p-s---mn- n-s---mn- v3spia--- r-------- a-p---mg- v--pna--- a-p---mg- u-------- a-p---mg- g-------- v--pna--- v3spia--- u-------- a-p---md- g-------- v--pna--- u-------- a-p---md- g-------- v--pna--- u-------- p-p---na- p-s---ma- d-------- v--fnm--- v1spia--- u--------,i
c-------- g-------- p-s---ma- n-s---ma- v3paia--- n-p---mn- d-------- v-pppamn- d-------- p-s---md- v3ppia--- n-p---na- v--ane--- u--------,i
