pos,label
d-------- d-------- a-s---fa- l-s---fa- n-s---fa- n-s---fd- d-------- a-p---nac v-pppemn- v3paia--- u--------,t
n-s---mn- d-------- a-s---mn- p-p---mg- n-s---fd- v1pria--- a-s---na- v3saim--- d-------- l-s---fg- d-------- a-s---fg- n-s---fg- r-------- a-s---na- v3saia--- d-------- l-p---fg- n-p---fg- n-p---fg- v3saia--- d-------- c-------- n-s---mn- a-s---mn- l-p---fg- a-p---fg- v3saim--- u-------- n-p---ma- v-sapamn- c-------- l-p---ma- p-s---mg- n-p---ma- n-p---ma- v-sapamn- u--------,t
l-s---na- d-------- a-s---na- u-------- c-------- v-srpann- u-------- v3siia--- r-------- l-s---fg- n-s---fg- r-------- a-s---na- v3siie--- u-------- l-s---ng- l-p---fa- n-p---fa- d-------- v--pna--- p-s---md- u--------,t
l-p---mn- d-------- n-p---mn- l-s---na- d-------- c-------- l-p---mg- n-p---mg- l-p---mn- d-------- r-------- l-s---fd- n-s---fd- a-p---mn- c-------- a-p---mn- n-p---fa- v3piia--- u-------- c-------- v3paim--- d-------- v--pne--- n-p---fd- r-------- p-p---ma- u-------- v3paim--- r-------- n-s---fa- u-------- v-pppemg- n-p---mg- d-------- l-p---mg- a-p---mgs n-s---ng- l-s---ng- a-s---mg- p-p---mg- r-------- c-------- l-p---md- a-p---md- n-s---fg- u-------- c-------- v-pppamn- n-p---fd- a-p---fd- c-------- r-------- n-p---fa- v-pppefd- v3piia--- c-------- l-s---ma- a-s---ma- l-s---mg- n-s---mg- d-------- v3piie--- u-------- d-------- v-sppang- d-------- n-s---fa- a-s---ng- l-s---ng- n-s---ng- u-------- v-sppang- c-------- p-s---na- d-------- n-s---fg- d-------- u--------,t
v3ppia--- d-------- l-p---mg- d-------- n-p---mg- p-p---mn- d-------- d-------- d-------- u-------- p-p---md- n-s---mn- d-------- p-s---na- v--pna--- u-------- c-------- l-p---mn- a-p---mn- l-p---mg- n-p---mg- l-p---fa- n-p---fa- l-p---mg- v-pppamg- d-------- d-------- v-pppamn- c-------- n-p---mn- v3ppia--- u-------- d-------- d-------- p-p---mg- v3ppie--- v-pppamg- l-s---na- n-s---na- u-------- p-p---md- c-------- a-s---nn- v3siia--- v--rna--- d-------- v-pppamg- u--------,t
v3piie--- d-------- d-------- r-------- n-s---fa- p-p---ma- u--------,t
d-------- r-------- p-s---ng- a-s---fn- l-s---fg- n-s---fg- l-s---md- a-s---md- n-s---md- v3spie--- r-------- d-------- n-p---ma- l-p---ma- n-p---ma- d-------- n-p---ma- d-------- n-p---ma- c-------- l-s---fa- d-------- n-s---fa- u--------,t
l-s---nn- d-------- v--pne--- a-p---md- l-p---md- n-p---md- r-------- l-s---fg- a-s---fg- n-s---fg- v3sria--- u--------,t
a-s---fn- d-------- l-s---fn- n-s---fn- v3siia--- r-------- l-p---fa- a-p---fa- d-------- n-p---fa- c-------- d-------- a-p---fa- r-------- p-p---ma- n-p---fa- u-------- c-------- a-s---fa- l-s---fa- n-s---fa- r-------- n-p---ng- v3paim--- c-------- l-p---mn- n-p---mn- u--------,t
n-s---nn- d-------- v3spia--- p-p---nn- l-s---fg- n-s---fg- d-------- d-------- v-pppenn- l-p---ng- d-------- d-------- r-------- a-p---ma- a-p---ng- n-p---ng- u--------,t
r-------- l-p---md- a-p---mn- d-------- n-p---mn- l-s---ma- d-------- n-s---ma- v3paim--- c-------- v-srpefd- l-s---fd- n-s---fd- r-------- l-s---na- a-s---nac v3paia--- u--------,t
d-------- l-p---mn- a-p---mnc p-p---md- l-p---mg- a-p---mg- r-------- l-s---na- a-s---na- d-------- a-s---mn- n-s---mn- c-------- n-p---ma- d-------- a-p---ma- v3paim--- v-pppamn- c-------- a-p---mg- n-p---mg- n-s---fd- n-s---ma- v-pppemn- l-p---fg- r-------- l-s---fd- n-s---fd- n-p---fg- u--------,t
r-------- p-s---ng- d-------- n-p---mg- l-p---ma- a-p---ma- r-------- l-s---na- a-s---na- r-------- a-s---na- a-s---fn- l-s---fn- n-s---fn- v3saia--- u--------,t
a-s---fd- d-------- d-------- n-s---fd- d-------- r-------- l-s---ma- d-------- n-s---ma- a-p---mn- n-p---mn- v3paim--- d-------- r-------- l-p---na- p-p---na- r-------- l-p---ma- a-p---ma- l-p---mn- l-p---na- a-p---nac v-prpemn- a-p---mn- d-------- v3paia--- u--------,t
v3paip--- d-------- a-p---mn- c-------- r-------- l-s---na- a-s---na- v-papamn- n-p---na- r-------- l-s---ng- v--pne--- v3paim--- u--------,t
l-s---na- d-------- d-------- d-------- r-------- l-s---md- a-s---md- n-s---md- n-p---na- v-pppamn- r-------- l-p---na- n-p---na- l-p---mn- n-p---mn- v3piie--- u-------- c-------- d-------- a-p---nn- n-p---nn- c-------- v3srie--- u--------,t
d-------- d-------- d-------- r-------- l-p---md- n-p---md- v3spia--- p-p---md- d-------- u-------- c-------- d-------- l-p---md- a-p---md- u-------- n-s---fg- c-------- n-s---fg- n-p---nn- v3spie--- u-------- c-------- v-prpemn- p-s---na- v3ppia--- u--------,t
a-p---na- d-------- d-------- c-------- p-p---na- p-s---mn- v3saoa--- l-s---na- a-s---na- a-s---na- a-p---na- l-s---nd- d-------- a-s---nd- v-sppena- u--------,t
l-p---fg- d-------- n-p---fg- a-p---fn- d-------- a-p---na- v3paip--- c-------- d-------- a-p---mgc v-pppamg- u-------- n-p---fa- d-------- v-pppafn- n-p---ng- r-------- a-p---md- l-p---md- n-p---md- n-p---nd- v3piie--- c-------- l-p---ma- n-p---ma- v3piia--- n-s---fg- d-------- r-------- c-------- l-s---fg- r-------- l-p---ma- a-p---ma- a-p---mn- n-s---fg- u--------,t
l-p---fn- d-------- a-p---fn- r-------- l-s---fa- n-s---fa- r-------- a-s---na- v-sppafa- r-------- n-s---fg- d-------- v3paip--- u-------- l-p---fn- d-------- r-------- l-p---fd- n-p---fd- c-------- r-------- l-p---fd- n-p---fd- u-------- v3piia--- d-------- p-p---ma- d-------- c-------- l-p---mg- p-p---mg- a-p---mn- v-pppamn- d-------- a-p---mn- d-------- v3piia--- u-------- u-------- c-------- r-------- p-s---ng- d-------- v-prpemn- v3ppia--- u--------,t
d-------- d-------- a-s---nac n-p---mn- v3piia--- l-p---mn- n-p---mn- u-------- n-p---mn- d-------- v-pppamn- c-------- n-p---mn- u--------,t
p-p---mn- d-------- d-------- l-p---fa- a-p---fa- l-p---fg- n-p---fg- v3paia--- u--------,t
n-s---nn- d-------- u--------,t
n-s---fg- d-------- v-sppefg- r-------- n-p---mg- r-------- a-s---md- l-s---md- n-s---md- c-------- l-p---fg- n-p---fg- v-pappfg- a-p---fn- v3piia--- l-p---mg- v-prpamg- r-------- l-s---fd- n-s---fd- u-------- r-------- a-s---na- n-p---mn- v3piia--- u-------- v-pappmn- l-s---fd- d-------- n-s---fd- l-p---ng- n-p---ng- v-srpefd- c-------- l-s---md- n-s---md- p-s---md- d-------- d-------- v3ppia--- u--------,t
v-sapamg- d-------- l-s---mg- n-s---mg- a-s---mg- a-p---nnc v3saim--- r-------- p-p---ma- u-------- l-p---mn- d-------- r-------- l-p---fg- n-p---fg- a-p---mn- v3paia--- r-------- p-s---mg- u-------- c-------- d-------- l-p---fa- a-p---fa- p-p---fg- v3siia--- u-------- u-------- d-------- l-p---mn- r-------- n-s---fa- n-p---mn- d-------- d-------- l-s---fa- n-s---fa- l-p---ng- n-p---ng- v-pppemn- a-s---nac v3piia--- u-------- c-------- p-p---mn- d-------- n-p---na- v3piie--- d-------- a-p---mnc p-p---mg- v-pppemn- u--------,t
v-pppemn- d-------- l-p---ng- n-p---ng- l-p---mn- d-------- a-p---mnc v3piia--- l-s---fa- l-p---mg- a-p---mgc n-s---fa- u-------- l-p---mn- c-------- a-p---mnc n-p---fa- v-pppamn- v3piie--- a-p---fa- l-p---fa- a-p---fac n-p---fa- u--------,t
d-------- r-------- a-s---md- l-s---md- n-s---md- d-------- d-------- v-pppamn- a-s---na- n-s---md- r-------- n-s---fa- v3paia--- u--------,t
n-s---mn- d-------- p1s---md- v3spia--- l-p---mg- d-------- n-s---fd- v-sppamn- c-------- d-------- p-s---na- l-p---md- n-s---mg- n-p---md- v-prpema- l-p---ma- n-s---fg- n-p---ma- v-sppamn- l-s---ma- n-s---ma- v--ana--- u--------,t
v3ppia--- d-------- d-------- l-p---mn- l-p---na- a-p---nas n-p---mg- n-s---fd- r-------- l-p---mg- a-s---na- v-prpemn- n-s---ma- d-------- a-s---ma- n-s---nd- n-p---ng- u-------- p-p---na- v3saia--- r-------- l-s---fg- n-s---fg- v-sppamn- r-------- n-p---ma- a-p---ma- u-------- n-s---fa- v-sapmma- l-s---fa- n-s---fa- l-s---fg- n-s---fg- n-s---ma- v-sppama- d-------- v--ana--- u-------- d-------- a-s---na- l-p---md- a-p---md- d-------- a-p---nac v--anp--- u-------- n-s---mg- d-------- r-------- l-s---fd- n-s---fd- r-------- n-p---mg- v-sapamg- u-------- n-s---mg- c-------- n-s---fg- n-s---mg- v-sppamg- p-s---md- u-------- c-------- v-sapamg- n-s---mg- u-------- c-------- v3siia--- u-------- n-p---fa- d-------- c-------- l-s---fa- n-s---fa- r-------- l-s---na- v-sppana- n-s---md- u-------- v--pna--- d-------- p-s---ma- v-sppama- l-s---ma- n-s---ma- r-------- l-s---ma- n-s---mg- n-s---ma- u-------- u-------- d-------- c-------- d-------- v3saia--- n-s---mn- u-------- v-pppemg- d-------- l-p---mg- n-p---mg- n-s---md- l-p---mg- n-p---mg- d-------- d-------- a-s---ma- v-sppama- v--pna--- c-------- l-s---na- n-s---na- v-prpana- l-p---mg- n-p---mg- d-------- c-------- a-p---mg- n-s---mn- v3sria--- l-s---fa- n-s---fa- n-s---ma- v--ana--- u-------- c-------- l-p---mg- n-p---mg- l-p---ma- n-p---ma- a-p---mac v--ana--- u--------,t
p-p---na- p1s---md- v3spia--- n-s---mn- v-sapamn- c-------- a-s---nd- u-------- d-------- u-------- d-------- r-------- a-s---nac l-p---mg- p-p---mg- v-sapamn- u-------- l-s---fa- n-s---fa- d-------- n-s---fd- l-s---na- a-s---na- c-------- n-s---md- v-sapamn- v--anm--- u--------,t
v3spie--- d-------- n-p---fd- d-------- a-p---fd- p-s---mn- v-sapmmn- c-------- n-p---md- v-sapamn- u-------- c-------- n-s---mn- p-s---na- v3sria--- u-------- c-------- p-s---nd- a-s---mn- v--ana--- u--------,t
d-------- r-------- l-s---ng- n-s---ng- d-------- l-s---fd- n-s---fd- v3sria--- p-s---ma- a-p---fd- n-p---fd- c-------- n-s---nd- a-s---nd- v--pna--- u--------,t
d-------- d-------- d-------- n-p---fg- r-------- l-p---fg- n-p---fg- u-------- p-p---fn- d-------- d-------- d-------- a-p---fn- v3ppoa--- u-------- n-s---mn- v-sppamn- v3siia--- u-------- c-------- d-------- a-s---na- d-------- a-s---na- v3siia--- u--------,t
v--pna--- d-------- v3spia--- d-------- a-s---fd- l-s---fd- n-s---fd- a-p---nn- v3siia--- l-p---nn- r-------- p-s---fg- u--------,t
d-------- c-------- d-------- n-p---fn- a-s---nn- v3siia--- u-------- c-------- c-------- a-s---nn- l-p---ng- d-------- n-s---nn- d-------- d-------- a-p---ng- v3spia--- v--pna--- u-------- d-------- a-s---nd- d-------- p-s---mn- n-s---nd- v-sppemn- v3spoa--- d-------- v--anm--- l-s---ma- n-s---ma- a-s---ma- a-s---ma- l-p---mn- d-------- n-p---mn- v3pria--- c-------- l-s---mn- n-s---mn- v3spia--- u--------,t
n-p---mg- d-------- c-------- l-s---fn- n-s---fn- v3saop--- u-------- v3saop--- c-------- l-p---nn- d-------- n-p---nn- c-------- l-s---fg- n-s---fg- l-p---nn- n-p---nn- u-------- a-s---fa- d-------- v1spie--- n-s---fa- l-s---fg- n-s---fg- v-sapamg- a-s---mg- n-s---mg- l-p---md- d-------- r-------- l-s---na- n-s---na- p-p---mg- v--pna--- u-------- d-------- n-s---fg- l-p---fg- a-------- l-p---fa- a-------- n-p---fa- v3ppie--- u-------- l-s---fg- c-------- a-s---fg- v3ppie--- c-------- l-p---mg- d-------- a-p---mg- a-p---mg- u-------- d-------- d-------- d-------- v-sappfg- n-s---fg- c-------- n-p---nd- c-------- n-p---fd- a-p---fd- v-sapmfg- u-------- r-------- n-p---fa- c-------- l-s---md- a-s---md- l-s---fg- n-s---fg- n-s---md- v-sappfg- u-------- v3spoe--- d-------- a-s---fnc u-------- u-------- n-p---mg- c-------- l-s---na- a-s---na- p-s---na- v-papamg- a-s---fa- d-------- l-s---fa- n-s---fa- v--pne--- r-------- l-s---fg- a-s---fg- n-s---fg- l-s---fg- n-s---fg- c-------- v3spia--- u--------,t
d-------- v--pna--- v-srpann- u-------- d-------- l-p---fa- n-p---fa- l-p---fg- n-p---fg- d-------- v--pna--- c-------- l-p---fa- n-p---fa- u-------- v--pna--- c-------- l-s---fa- n-s---fa- a-s---fa- a-s---fa- d-------- v--anm--- l-p---fg- r-------- p-s---fg- u-------- v-sppefa- c-------- l-p---fg- d-------- u-------- l-s---fd- n-s---mg- d-------- n-s---fd- c-------- p-s---na- v3spia--- d-------- d-------- v--pna--- u-------- p-s---fa- v-srpann- r-------- l-s---na- a-s---nac d-------- n-s---ma- v-sppama- v--ana--- u-------- d-------- c-------- v3spie--- d-------- d-------- a-s---fnc u--------,t
v3sria--- d-------- a-p---fg- c-------- a-p---fg- n-p---fg- l-p---fa- d-------- n-p---mg- a-------- c-------- a-------- n-p---mg- u-------- l-p---fa- c-------- n-s---mg- a-------- u-------- v-sppamn- u-------- c-------- p1s---md- v3spia--- u-------- l-p---fa- a-p---fa- c-------- a-p---fa- u--------,t
p-p---fg- d-------- n-s---ng- r-------- r-------- n-p---fg- n-s---md- d-------- v3saip--- u--------,t
n-p---mn- d-------- c-------- v3piia--- d-------- a-p---mn- a-p---mn- u-------- r-------- l-p---fd- n-s---mg- n-p---fd- v3sria--- u--------,t
n-p---ma- d-------- a-p---ma- v3sria--- l-p---ma- a-p---ma- u--------,t
n-p---ma- d-------- d-------- v-srpann- a-p---ma- v--pna--- r-------- l-p---mg- n-p---mg- c-------- l-p---mg- d-------- r-------- n-s---nd- u-------- d-------- d-------- c-------- v-pppama- n-s---na- v--fnm--- r-------- n-p---ng- a-p---ng- u-------- d-------- d-------- l-p---na- n-p---na- a-p---na- v-pppama- u-------- c-------- l-s---md- a-s---md- n-s---md- a-s---nac v-prpenn- u--------,t
r-------- l-p---fa- a-p---fas d-------- d-------- c-------- a-p---fa- n-p---fa- l-s---na- a-s---na- v-sppamd- d-------- a-p---mn- v3ppie--- v-papamn- u-------- d-------- r-------- a-s---fg- l-s---fg- n-s---fg- d-------- v-pppemn- u--------,t
a-s---nn- d-------- v3siia--- d-------- l-s---fn- n-s---fn- p-s---na- a-s---na- l-s---fn- n-s---fn- u--------,t
l-s---fg- d-------- n-s---fg- n-s---fd- l-s---ma- d-------- n-s---ma- a-s---mac v3paia--- c-------- a-s---ma- v3piia--- d-------- v-sppama- v--fna--- u-------- c-------- d-------- v-papmmn- n-s---fd- v3paia--- u-------- a-s---nn- d-------- u-------- l-s---na- d-------- n-s---na- l-s---nd- n-s---nd- d-------- d-------- v3paim--- u-------- u-------- v3ppie--- c-------- d-------- d-------- a-s---fd- l-s---fd- n-s---fd- v-papmmn- u-------- c-------- r-------- n-s---fa- l-s---fg- n-s---fg- v-papmmn- c-------- n-s---fa- l-s---fg- n-s---fg- n-s---fd- u--------,t
p-s---fd- d-------- d-------- l-p---mn- n-p---mn- p-p---mg- v-prpemg- l-p---na- a-------- n-p---na- v3piia--- n-s---fd- u-------- l-p---md- d-------- v-pppemd- a-p---mn- v-pppamn- u--------,t
n-s---fa- d-------- c-------- v3paia--- v-pppamn- n-s---fg- c-------- v-pppamn- a-p---mn- r-------- n-s---fg- c-------- n-s---fg- d-------- l-s---ma- n-s---ma- v3piia--- u-------- d-------- d-------- n-s---fd- v-pppamn- v3paia--- u-------- l-p---mn- d-------- d-------- d-------- a-p---mn- u-------- c-------- n-s---nd- l-s---nd- d-------- v-sppand- v3piia--- u-------- n-s---fd- c-------- d-------- v-pppemn- r-------- a-s---mdc d-------- n-s---md- c-------- a-s---nac l-s---fa- n-s---fa- v3paia--- u--------,t
d-------- r-------- n-s---fa- l-p---nn- d-------- r-------- p-p---ng- a-p---nn- v3siia--- c-------- a-p---nn- d-------- d-------- p-p---nn- u-------- a-p---nns l-p---ng- d-------- v-papmnn- u-------- v3spie--- l-p---nd- n-p---nd- a-p---nnc v-pppann- l-s---fg- n-s---fg- c-------- l-s---mg- d-------- r-------- p-p---ng- r-------- l-p---ma- n-p---ma- n-s---mg- v-srpamg- u--------,t
d-------- d-------- r-------- l-p---na- a-p---na- l-s---fn- n-s---fn- d-------- v3siie--- d-------- c-------- v3siie--- u-------- c-------- d-------- v-sapafa- v--anp--- u--------,t
l-s---fn- d-------- d-------- n-s---fn- l-p---mg- n-p---mg- r-------- n-s---ng- a-s---fn- v-sapmfn- a-s---fn- v3saia--- u-------- c-------- n-p---fn- r-------- l-p---fd- n-p---fd- d-------- r-------- a-s---na- v3piie--- u-------- r-------- p-p---fg- v-pppamn- l-p---fa- n-p---fa- v3piia--- u--------,t
n-p---mn- d-------- d-------- l-p---mn- d-------- a-s---nd- n-s---nd- r-------- n-s---ng- n-s---fa- r-------- n-s---fg- v-papamn- r-------- n-p---mg- l-s---fa- d-------- d-------- n-s---fa- u-------- a-s---na- c-------- n-s---fa- n-s---fa- v-sppefa- v3paia--- u-------- v3siia--- d-------- p-p---mg- d-------- n-s---mn- a-s---na- r-------- l-s---fd- n-s---fd- a-s---fd- u-------- r-------- p-p---mg- d-------- r-------- n-s---na- v3paia--- u-------- u-------- n-p---mn- c-------- a-s---nd- n-s---nd- r-------- n-p---md- n-s---fa- v3paia--- u--------,t
d-------- d-------- r-------- a-s---md- n-s---md- v-sapafn- l-s---fn- n-s---fn- d-------- c-------- d-------- v-sppefn- n-p---fa- v3saia--- u-------- c-------- n-p---ma- d-------- n-p---mn- c-------- n-p---mg- l-p---ma- a-p---ma- v3paia--- u-------- n-s---fg- c-------- c-------- n-s---fg- l-s---na- a-s---na- n-p---mn- l-s---fg- c-------- a-s---fg- n-s---fg- v3spia--- a-p---nn- n-p---nn- u--------,t
a-p---nn- d-------- p-p---nn- n-s---na- l-p---ng- a-p---ng- v3saip--- u--------,t
a-s---fgc d-------- v-sppefg- l-s---fg- n-s---fg- c-------- l-p---ng- n-p---ng- l-s---fa- n-s---fa- d-------- d-------- c-------- a-s---na- v-sppefg- l-p---na- a-p---na- n-p---fn- r-------- l-p---fd- n-p---fd- v3piie--- u-------- l-p---fg- n-p---fg- a-p---fgc v-pppefg- u-------- a-s---na- d-------- v3piia--- r-------- a-p---nd- n-p---nd- a-p---fn- n-p---fn- u-------- u-------- a-p---na- d-------- v3siie--- l-s---fn- n-s---fn- u-------- c-------- l-s---fg- n-s---fg- d-------- v3piie--- u--------,t
a-p---mn- d-------- n-p---mn- v3ppie--- a-p---na- l-s---mg- d-------- n-s---mg- v--ana--- l-p---na- r-------- l-p---fa- n-p---fa- u-------- c-------- n-p---fn- r-------- n-s---fd- a-s---na- l-s---fg- n-s---fg- v--anp--- u--------,t
v3spie--- d-------- d-------- n-p---md- n-s---mn- a-s---mn- n-s---mn- n-p---fa- v-sapamn- n-p---fa- u--------,t
n-p---nn- d-------- v3spia--- d-------- a-p---nn- r-------- l-s---fa- n-s---fa- a-s---mg- l-s---mg- n-s---mg- c-------- n-s---mn- n-p---md- v3saia--- u--------,t
n-s---fn- d-------- a-s---fn- p-p---fg- v1pria--- v3spie--- n-p---mg- r-------- n-p---ma- u--------,t
n-p---nn- d-------- d-------- d-------- p-s---fd- a-------- c-------- a-p---nn- v3spia--- r-------- l-s---mg- a-s---mg- n-s---mg- u--------,t
v-pppamn- d-------- l-s---fa- n-s---fa- l-p---mn- n-p---mn- r-------- l-s---mg- n-s---mg- d-------- d-------- d-------- n-s---ma- v3piia--- u-------- l-p---mg- n-p---mg- l-s---na- n-p---fn- r-------- n-s---fa- l-p---na- a-p---nac c-------- r-------- n-s---fa- u-------- l-p---mg- d-------- r-------- n-s---fg- c-------- l-p---mg- d-------- u-------- r-------- l-s---fg- p-p---mg- r-------- p-p---ma- v-pppamg- u-------- n-p---nd- c-------- a-p---mn- v3piia--- u-------- c-------- d-------- l-p---md- a-p---md- n-p---md- v3srie--- u--------,t
a-s---na- d-------- v3paia--- l-s---na- n-s---na- u--------,t
c-------- d-------- l-p---mn- n-p---mn- d-------- v3piia--- u-------- l-p---fa- n-p---fa- v-papmmn- l-s---na- a-s---na- v3piia--- u-------- c-------- n-s---na- v-pppamn- a-p---na- a-s---fa- v3paia--- n-p---ng- n-s---fd- l-s---fa- n-s---fa- u--------,t
d-------- n-p---md- n-s---na- a-s---na- v3spie--- a-s---nn- r-------- n-s---mg- n-p---mg- a-s---mg- v-sppamg- c-------- n-s---mg- l-s---mg- n-s---mg- p-s---mg- u-------- l-s---fg- c-------- r-------- p-p---ma- n-s---fg- n-s---md- v-pppamn- v3paia--- a-s---ma- n-s---ma- u--------,t
d-------- n-s---mn- n-s---fg- v-sppamn- r-------- n-s---mg- a-s---nd- v-sppamn- p-p---fa- d-------- l-p---fg- n-p---fg- a-p---fa- v3saim--- c-------- n-s---fa- v-sapamn- v3saia--- l-s---md- n-s---md- l-s---md- a-s---md- u--------,t
n-p---mn- d-------- n-s---fa- v-pppamn- n-p---ma- v3piia--- v-pppamn- u--------,t
